league,season,week,team_norm,team_raw,pr,rank,sos,sos_rank
CFB,2025,3,,Louisiana Tech,64.07,91,59.11,140
CFB,2025,3,,Western Kentucky,63.86,94,54,196
CFB,2025,3,,Liberty,62.08,107,59.96,125
CFB,2025,3,,Jacksonville State,61.66,109,66.85,63
CFB,2025,3,,UTEP,60.93,115,68.92,41
CFB,2025,3,,Fla. International,60.5,116,57.5,158
CFB,2025,3,,Sam Houston State,53.22,163,66.06,68
CFB,2025,3,,Middle Tennessee,52.48,168,64.77,80
CFB,2025,3,,Kennesaw State,51.58,174,67.23,60
CFB,2025,3,,New Mexico State,50.2,186,51.12,230
CFB,2025,3,,Toledo,72.23,61,59.53,130
CFB,2025,3,,Ohio,70,73,80.95,5
CFB,2025,3,,Bowling Green,63.14,100,59.75,128
CFB,2025,3,,Buffalo,62.52,104,52.71,215
CFB,2025,3,,Miami-Ohio,62.14,106,79.81,6
CFB,2025,3,,Northern Illinois,60.24,117,62.46,100
CFB,2025,3,,Western Michigan,59.47,119,75.99,11
CFB,2025,3,,Central Michigan,56.03,139,78.92,7
CFB,2025,3,,Eastern Michigan,54.14,153,68.74,43
CFB,2025,3,,Ball State,51.78,171,68.64,45
CFB,2025,3,,Akron,50.33,184,66.49,64
CFB,2025,3,,Massachusetts,46.2,214,56.8,167
CFB,2025,3,,Kent State,44.14,237,59.52,131
CFB,2025,3,,Boise State,73.46,54,62.09,104
CFB,2025,3,,Fresno State,69.28,77,61.45,110
CFB,2025,3,,UNLV,68.38,79,54.8,186
CFB,2025,3,,San Jose State,64,93,72.21,17
CFB,2025,3,,Utah State,63.86,95,65.39,75
CFB,2025,3,,Colorado State,63.21,99,63.67,92
CFB,2025,3,,Wyoming,62.93,101,59.24,138
CFB,2025,3,,Hawai'i,61.42,112,56.97,165
CFB,2025,3,,Air Force,61.4,113,53.78,199
CFB,2025,3,,New Mexico,59.41,120,68.41,48
CFB,2025,3,,San Diego State,57.98,126,53.73,200
CFB,2025,3,,Nevada,55.01,147,60.68,117
CFB,2025,3,,Washington State,61.91,108,59.78,127
CFB,2025,3,,Oregon State,61.57,110,71.86,18
CFB,2025,3,,Alabama,90.53,4,70.22,28
CFB,2025,3,,Georgia,89.29,6,65.71,71
CFB,2025,3,,Texas,88.4,7,67.24,59
CFB,2025,3,,LSU,87.49,9,76.5,10
CFB,2025,3,,Texas A&M;,87.45,10,71.02,21
CFB,2025,3,,Tennessee,85.22,11,70.92,22
CFB,2025,3,,Mississippi,85.17,12,69.86,32
CFB,2025,3,,Oklahoma,83.71,15,64.3,84
CFB,2025,3,,Florida,83.59,16,66.29,66
CFB,2025,3,,Missouri,83.5,17,58.37,147
CFB,2025,3,,Auburn,82.39,18,63.85,89
CFB,2025,3,,Vanderbilt,80.79,23,69.72,34
CFB,2025,3,,Arkansas,80.69,24,60.96,115
CFB,2025,3,,South Carolina,80.04,30,65.76,70
CFB,2025,3,,Kentucky,74.44,47,66.42,65
CFB,2025,3,,Mississippi State,72.98,57,60.97,113
CFB,2025,3,,Old Dominion,72,63,71.52,19
CFB,2025,3,,James Madison,70.67,70,66.92,62
CFB,2025,3,,Georgia Southern,63.35,98,72.87,15
CFB,2025,3,,Marshall,62.27,105,58.05,151
CFB,2025,3,,Appalachian State,58.74,122,54.68,189
CFB,2025,3,,Coastal Carolina,56.26,137,63.36,95
CFB,2025,3,,Georgia State,53.93,158,67.71,53
CFB,2025,3,,Texas State,72.1,62,70.52,25
CFB,2025,3,,South Alabama,68.33,80,67.41,56
CFB,2025,3,,Troy,64.02,92,69.04,40
CFB,2025,3,,Louisiana-Lafayette,63.42,97,56.98,164
CFB,2025,3,,Arkansas State,62.7,102,70.25,26
CFB,2025,3,,Southern Miss,61.07,114,57.01,163
CFB,2025,3,,LouisianaMonroe(ULM),57.5,131,66.06,69
CFB,2025,3,,Notre Dame,90.02,5,87.75,2
CFB,2025,3,,Connecticut,66.55,86,61.88,108
CFB,2025,4,,Ohio State,93.31,1,63.49,
CFB,2025,4,,Oregon,92.9,2,61.38,
CFB,2025,4,,Penn State,90.76,3,50.39,
CFB,2025,4,,Alabama,90.6,4,69.21,
CFB,2025,4,,Miami-Florida,89.16,5,70.45,
CFB,2025,4,,Georgia,89.15,6,64.87,
CFB,2025,4,,Texas,89.12,7,59.86,
CFB,2025,4,,Notre Dame,89.11,8,80.21,
CFB,2025,4,,LSU,87.99,9,68.93,
CFB,2025,4,,Texas A&M,87.44,10,71.29,
CFB,2025,4,,Indiana,86.92,11,57.8,
CFB,2025,4,,Mississippi,86.75,12,68.62,
CFB,2025,4,,Tennessee,84.69,13,65.59,
CFB,2025,4,,Oklahoma,84.03,14,68.54,
CFB,2025,4,,Missouri,83.59,15,62.59,
CFB,2025,4,,Michigan,83.49,16,70.1,
CFB,2025,4,,Florida,82.77,17,76.88,
CFB,2025,4,,Southern California,82.45,18,62.87,
CFB,2025,4,,Auburn,82.35,19,69.23,
CFB,2025,4,,Washington,82.09,20,59.39,
CFB,2025,4,,Vanderbilt,82.02,21,61.51,
CFB,2025,4,,Texas Tech,81.72,22,51.19,
CFB,2025,4,,Florida State,81.51,23,49.23,
CFB,2025,4,,Clemson,81.21,24,75.68,
CFB,2025,4,,Louisville,80.73,25,57.02,
CFB,2025,4,,Arkansas,80.56,26,67.27,
CFB,2025,4,,South Carolina,80.26,27,72.16,
CFB,2025,4,,Nebraska,80.23,28,60.5,
CFB,2025,4,,Georgia Tech,79.48,29,64.18,
CFB,2025,4,,Arizona State,78.9,30,70.52,
CFB,2025,4,,Utah,78.68,31,65.39,
CFB,2025,4,,Iowa,78.36,32,60.6,
CFB,2025,4,,Illinois,78.35,33,66.44,
CFB,2025,4,,Syracuse,77.72,34,69.6,
CFB,2025,4,,BYU,77.45,35,59.67,
CFB,2025,4,,TCU,77.45,36,66.72,
CFB,2025,4,,Iowa State,77.09,37,66.68,
CFB,2025,4,,Virginia,76.61,38,59.72,
CFB,2025,4,,Kansas,76.46,39,63.81,
CFB,2025,4,,SMU,76.41,40,64.75,
CFB,2025,4,,Pittsburgh,75.8,41,54.21,
CFB,2025,4,,Minnesota,75.5,42,55.09,
CFB,2025,4,,Baylor,75.19,43,71.72,
CFB,2025,4,,Memphis,75.13,44,62.86,
CFB,2025,4,,North Dakota State,74.79,45,47.56,
CFB,2025,4,,Houston,74.43,46,59.75,
CFB,2025,4,,Kentucky,74.33,47,66.39,
CFB,2025,4,,Cincinnati,74.2,48,57.89,
CFB,2025,4,,Mississippi State,74.16,49,58.62,
CFB,2025,4,,Boise State,73.9,50,64.42,
CFB,2025,4,,NC State,73.62,51,70.76,
CFB,2025,4,,Michigan State,73.51,52,64.97,
CFB,2025,4,,Kansas State,73.43,53,69.04,
CFB,2025,4,,South Florida,73.25,54,75.92,
CFB,2025,4,,Wisconsin,73.03,55,64.28,
CFB,2025,4,,Rutgers,72.92,56,58.76,
CFB,2025,4,,Boston College,72.83,57,64.73,
CFB,2025,4,,Duke,72.76,58,68.16,
CFB,2025,4,,Maryland,72.54,59,56.79,
CFB,2025,4,,Texas State,72.53,60,63.28,
CFB,2025,4,,Central Florida(UCF),72.52,61,53.38,
CFB,2025,4,,Colorado,72.44,62,67.04,
CFB,2025,4,,Old Dominion,72.41,63,73.23,
CFB,2025,4,,South Dakota State,72.24,64,56.17,
CFB,2025,4,,James Madison,72.09,65,65.68,
CFB,2025,4,,Tulane,71.66,66,71.08,
CFB,2025,4,,Arizona,71.56,67,57.76,
CFB,2025,4,,Toledo,71.1,68,61.46,
CFB,2025,4,,Virginia Tech,70.83,69,69.19,
CFB,2025,4,,North Texas,70.6,70,60.03,
CFB,2025,4,,Navy,69.95,71,49.43,
CFB,2025,4,,East Carolina,69.82,72,65.35,
CFB,2025,4,,UTS,69.71,73,68.99,
CFB,2025,4,,West Virginia,69.35,74,68.84,
CFB,2025,4,,North Carolina,69.29,75,62.85,
CFB,2025,4,,California,68.97,76,62.91,
CFB,2025,4,,Fresno State,68.82,77,63.5,
CFB,2025,4,,Ohio,68.55,78,71.43,
CFB,2025,4,,Tarleton State,67.89,79,51.03,
CFB,2025,4,,UNLV,67.74,80,56.97,
CFB,2025,4,,Army West Point,67.35,81,68.89,
CFB,2025,4,,Montana State,66.55,82,58.77,
CFB,2025,4,,Northwestern,65.96,83,71.79,
CFB,2025,4,,Stanford,65.91,84,74.46,
CFB,2025,4,,Utah State,65.69,85,57.64,
CFB,2025,4,,Purdue,65.66,86,68.75,
CFB,2025,4,,Montana,65.32,87,49.78,
CFB,2025,4,,Connecticut,65.17,88,58.59,
CFB,2025,4,,UCL,65.11,89,67.57,
CFB,2025,4,,North Dakota,64.68,90,55.83,
CFB,2025,4,,Louisiana Tech,64.52,91,57.47,
CFB,2025,4,,Troy,64.43,92,67.5,
CFB,2025,4,,Wake Forest,63.98,93,53.57,
CFB,2025,4,,Georgia Southern,63.89,94,65.11,
CFB,2025,4,,South Alabama,63.87,95,61.34,
CFB,2025,4,,Colorado State,63.75,96,65.02,
CFB,2025,4,,Western Kentucky,63.67,97,51.98,
CFB,2025,4,,Bowling Green,63.22,98,66.84,
CFB,2025,4,,San Jose State,63.14,99,63.21,
CFB,2025,4,,Marshall,62.89,100,57.13,
CFB,2025,4,,Oregon State,62.72,101,77.61,
CFB,2025,4,,San Diego State,62.47,102,57.97,
CFB,2025,4,,Jacksonville State,62.15,103,60.41,
CFB,2025,4,,Southern Illinois,62.09,104,59.07,
CFB,2025,4,,Wyoming,61.96,105,64.37,
CFB,2025,4,,Hawai'i,61.76,106,58.1,
CFB,2025,4,,Delaware,61.69,107,60.49,
CFB,2025,4,,Miami-Ohio,61.38,108,73.06,
CFB,2025,4,,Louisiana-Lafayette,61.35,109,57.63,
CFB,2025,4,,Buffalo,61.01,110,54.67,
CFB,2025,4,,Western Michigan,60.94,111,73.32,
CFB,2025,4,,Air Force,60.91,112,61.36,
CFB,2025,4,,Southern Miss,60.74,113,60.3,
CFB,2025,4,,Washington State,60.57,114,66.45,
CFB,2025,4,,Liberty,60.53,115,62.36,
CFB,2025,4,,Arkansas State,60.08,116,65.53,
CFB,2025,4,,Oklahoma State,60.06,117,56.7,
CFB,2025,4,,Sacramento State,59.82,118,54.41,
CFB,2025,4,,Harvard,59.8,119,40.36,
CFB,2025,4,,Idaho,59.76,120,55.59,
CFB,2025,4,,Temple,59.62,121,64.14,
CFB,2025,4,,Northern Illinois,59.15,122,70,
CFB,2025,4,,New Mexico,59.09,123,68.29,
CFB,2025,4,,Austin Peay,58.93,124,59.29,
CFB,2025,4,,Coastal Carolina,58.91,125,65.03,
CFB,2025,4,,Yale,58.79,126,48.42,
CFB,2025,4,,UTEP,58.78,127,63.68,
CFB,2025,4,,LouisianaMonroe(ULM),58.51,128,63.61,
CFB,2025,4,,UC Davis,58.44,129,59.64,
CFB,2025,4,,Appalachian State,58.15,130,53.46,
CFB,2025,4,,South Dakota,57.88,131,53.23,
CFB,2025,4,,Youngstown State,57.57,132,52.15,
CFB,2025,4,,Central Michigan,57.23,133,71.22,
CFB,2025,4,,Florida Atlantic,57.19,134,60.78,
CFB,2025,4,,Northern Arizona,57.05,135,56.67,
CFB,2025,4,,Missouri State,57.04,136,68.57,
CFB,2025,4,,Fla. International,57.02,137,57.03,
CFB,2025,4,,UAB,56.97,138,63.78,
CFB,2025,4,,Abilene Christian,56.75,139,59.89,
CFB,2025,4,,Mercer,56.58,140,44.48,
CFB,2025,4,,SE Louisiana,56.19,141,57.46,
CFB,2025,4,,Dartmouth,55.84,142,49.18,
CFB,2025,4,,Rice,55.77,143,57.38,
CFB,2025,4,,Tennessee Tech,55.7,144,40.93,
CFB,2025,4,,Incarnate Word,55.44,145,59.69,
CFB,2025,4,,Stephen F. Austin,55.41,146,60.78,
CFB,2025,4,,Illinois State,55.38,147,49.17,
CFB,2025,4,,Rhode Island,55.18,148,46.34,
CFB,2025,4,,Monmouth-NJ,54.94,149,49.27,
CFB,2025,4,,Eastern Michigan,54.9,150,64.16,
CFB,2025,4,,West Georgia,54.71,151,49.34,
CFB,2025,4,,Nevada,54.38,152,63.88,
CFB,2025,4,,Chattanooga,54.05,153,63.72,
CFB,2025,4,,Tulsa,54.04,154,59.17,
CFB,2025,4,,Kennesaw State,53.78,155,62.79,
CFB,2025,4,,New Hampshire,53.76,156,56.14,
CFB,2025,4,,Elon,53.68,157,55.52,
CFB,2025,4,,Eastern Washington,53.59,158,58.37,
CFB,2025,4,,Villanova,53.52,159,62.2,
CFB,2025,4,,Ball State,53.27,160,69.45,
CFB,2025,4,,Jackson State,53.19,161,51.42,
CFB,2025,4,,Akron,53.01,162,59.91,
CFB,2025,4,,Holy Cross,53,163,59.15,
CFB,2025,4,,NC Central,52.79,164,50.78,
CFB,2025,4,,William & Mary,52.77,165,51.15,
CFB,2025,4,,East Tennessee State,52.73,166,55.66,
CFB,2025,4,,Richmond,52.69,167,54.66,
CFB,2025,4,,Towson,52.5,168,54.34,
CFB,2025,4,,Georgia State,52.32,169,75.23,
CFB,2025,4,,Lehigh,52.23,170,45.19,
CFB,2025,4,,Weber State,52.13,171,61.48,
CFB,2025,4,,Northern Iowa,51.93,172,52.24,
CFB,2025,4,,Southern Utah,51.9,173,52.26,
CFB,2025,4,,Gardner-Webb,51.64,174,63.01,
CFB,2025,4,,Sam Houston State,51.51,175,71.14,
CFB,2025,4,,Lafayette,51.2,176,48.14,
CFB,2025,4,,Alabama State,51.05,177,54.63,
CFB,2025,4,,SE Missouri State,50.9,178,61.11,
CFB,2025,4,,Pennsylvania,50.83,179,45.28,
CFB,2025,4,,Nicholls State,50.73,180,61.54,
CFB,2025,4,,Middle Tennessee,50.63,181,61.51,
CFB,2025,4,,Lamar,50.44,182,57.2,
CFB,2025,4,,New Mexico State,49.86,183,52.06,
CFB,2025,4,,Furman,49.81,184,46.27,
CFB,2025,4,,St. Thomas-Mn.,49.6,185,53.17,
CFB,2025,4,,Western Carolina,49.54,186,50.47,
CFB,2025,4,,Brown,49.51,187,35.95,
CFB,2025,4,,Utah Tech,49.16,188,56.89,
CFB,2025,4,,SC State,49.09,189,61.1,
CFB,2025,4,,Charlotte,48.64,190,54.7,
CFB,2025,4,,Idaho State,48.6,191,64.11,
CFB,2025,4,,Eastern Kentucky,48.51,192,63.15,
CFB,2025,4,,Central Arkansas,48.37,193,63.37,
CFB,2025,4,,Tennessee-Martin,48.07,194,61.8,
CFB,2025,4,,Wofford,47.83,195,59.04,
CFB,2025,4,,Northern Colorado,47.58,196,60.14,
CFB,2025,4,,North Alabama,47.51,197,61.15,
CFB,2025,4,,Drake,47.49,198,69.64,
CFB,2025,4,,UTRGV,47.26,199,46.24,
CFB,2025,4,,Mercyhurst,47.25,200,60.3,
CFB,2025,4,,Florida A&M,47.15,201,54.03,
CFB,2025,4,,Albany-NY,46.88,202,48.51,
CFB,2025,4,,Presbyterian College,46.63,203,57.77,
CFB,2025,4,,Lindenwood,46.58,204,51.15,
CFB,2025,4,,Howard,46.3,205,49.83,
CFB,2025,4,,McNeese State,46.14,206,61.94,
CFB,2025,4,,Alabama A&M,46.12,207,52.89,
CFB,2025,4,,Colgate,46,208,55.25,
CFB,2025,4,,Portland State,45.97,209,69.86,
CFB,2025,4,,Massachusetts,45.81,210,57.57,
CFB,2025,4,,Cal Poly-SLO,45.7,211,63.28,
CFB,2025,4,,Maine,45.7,212,58.17,
CFB,2025,4,,San Diego,45.66,213,51.07,
CFB,2025,4,,Stony Brook,45.64,214,50.94,
CFB,2025,4,,Delaware State,45.62,215,49.4,
CFB,2025,4,,Grambling State,45.5,216,68.98,
CFB,2025,4,,Samford,45.46,217,54.07,
CFB,2025,4,,Butler,45.38,218,56.6,
CFB,2025,4,,Princeton,44.93,219,41.08,
CFB,2025,4,,East Texas A&M,44.65,220,74.87,
CFB,2025,4,,Bryant,44.48,221,51.09,
CFB,2025,4,,Central Connecticut,44.44,222,50.17,
CFB,2025,4,,Merrimack,44.27,223,48.65,
CFB,2025,4,,Morgan State,44.22,224,64.93,
CFB,2025,4,,Houston Christian,44.09,225,57.59,
CFB,2025,4,,Indiana State,44.05,226,68.51,
CFB,2025,4,,Eastern Illinois,43.96,227,46.28,
CFB,2025,4,,Campbell,43.9,228,54.14,
CFB,2025,4,,Columbia,43.78,229,55.77,
CFB,2025,4,,The Citadel,43.63,230,56.61,
CFB,2025,4,,Dayton,43.62,231,47.23,
CFB,2025,4,,Bethune-Cookman,43.61,232,66.87,
CFB,2025,4,,Tennessee State,43.58,233,46.43,
CFB,2025,4,,Cornell,43.53,234,51.46,
CFB,2025,4,,Sacred Heart,43.51,235,46.55,
CFB,2025,4,,LIU Post,43.5,236,60.35,
CFB,2025,4,,Kent State,43.41,237,68.33,
CFB,2025,4,,Western Illinois,43.4,238,63,
CFB,2025,4,,Southern U.,43.13,239,51.87,
CFB,2025,4,,Duquesne,42.75,240,60.72,
CFB,2025,4,,Charleston Southern,42.51,241,61.35,
CFB,2025,4,,Hampton,42.1,242,49.72,
CFB,2025,4,,Texas Southern,41.77,243,50.22,
CFB,2025,4,,Prairie View A&M,41.66,244,45.26,
CFB,2025,4,,Alcorn State,41.66,245,55.13,
CFB,2025,4,,Bucknell,41.53,246,47.28,
CFB,2025,4,,Robert Morris,41.34,247,59.5,
CFB,2025,4,,New Haven,40.9,248,48.96,
CFB,2025,4,,Stonehill College,40.7,249,47.81,
CFB,2025,4,,Norfolk State,40.55,250,52.5,
CFB,2025,4,,Georgetown,40.53,251,43.69,
CFB,2025,4,,Morehead State,40.34,252,61.73,
CFB,2025,4,,VMI,40.25,253,58.85,
CFB,2025,4,,Fordham,39.67,254,55.45,
CFB,2025,4,,Murray State,39.2,255,58.02,
CFB,2025,4,,Valparaiso,38.88,256,58.62,
CFB,2025,4,,Marist,38.83,257,38.17,
CFB,2025,4,,NC A&T,38.49,258,50.7,
CFB,2025,4,,Ark.-Pine Bluff,38.41,259,69.62,
CFB,2025,4,,Saint Francis-Pa.,38.35,260,54.88,
CFB,2025,4,,Northwestern State,37.4,261,60.91,
CFB,2025,4,,Davidson,36.97,262,52.54,
CFB,2025,4,,Wagner,36.7,263,54.58,
CFB,2025,4,,Stetson,35.78,264,56.93,
CFB,2025,4,,Miss. Valley State,35.09,265,58.27,
CFB,2025,5,,Ohio State,94.5,1,70.89,23
CFB,2025,5,,Oregon,93.98,2,66.03,58
CFB,2025,5,,Notre Dame,90.91,3,80.61,1
CFB,2025,5,,Alabama,90.21,4,75.74,5
CFB,2025,5,,Miami-Florida,89.59,5,70.39,26
CFB,2025,5,,Penn State,89.2,6,55.79,168
CFB,2025,5,,Texas,88.49,7,58.5,146
CFB,2025,5,,Georgia,88.17,8,71.8,16
CFB,2025,5,,Indiana,87.79,9,64.32,80
CFB,2025,5,,Texas A&M,87.64,10,73.7,9
CFB,2025,5,,LSU,87.53,11,73.65,10
CFB,2025,5,,Mississippi,87.48,12,70.65,24
CFB,2025,5,,Oklahoma,84.73,13,68.68,39
CFB,2025,5,,Tennessee,84.71,14,68.18,43
CFB,2025,5,,Michigan,83.25,15,70.64,25
CFB,2025,5,,Vanderbilt,83.07,16,61.52,107
CFB,2025,5,,Missouri,82.81,17,57.04,156
CFB,2025,5,,Texas Tech,82.78,18,50.75,217
CFB,2025,5,,Auburn,82.67,19,75.08,7
CFB,2025,5,,Southern California,82.43,20,66.26,55
CFB,2025,5,,Louisville,82.1,21,62.79,95
CFB,2025,5,,Washington,81.45,22,65.42,64
CFB,2025,5,,Florida State,80.95,23,61.11,111
CFB,2025,5,,Utah,80.74,24,66.82,51
CFB,2025,5,,South Carolina,80.73,25,71.03,21
CFB,2025,5,,Florida,80.73,26,77.11,2
CFB,2025,5,,Illinois,79.94,27,71.94,13
CFB,2025,5,,Iowa State,79.63,28,65.7,60
CFB,2025,5,,Nebraska,79.46,29,59.79,129
CFB,2025,5,,Arizona State,79.04,30,71.48,17
CFB,2025,5,,BYU,78.91,31,64.63,73
CFB,2025,5,,Iowa,78.76,32,68.44,41
CFB,2025,5,,Georgia Tech,78.66,33,65.2,66
CFB,2025,5,,Clemson,78.35,34,73.73,8
CFB,2025,5,,Virginia,78.29,35,62.95,94
CFB,2025,5,,TCU,77.98,36,70.06,28
CFB,2025,5,,Memphis,76.55,37,60.26,123
CFB,2025,5,,Duke,76.29,39,70.89,22
CFB,2025,5,,Arkansas,76.28,40,73.58,11
CFB,2025,5,,Cincinnati,75.57,41,64.77,71
CFB,2025,5,,SMU,75.39,42,64.44,75
CFB,2025,5,,Baylor,75.06,43,69.18,36
CFB,2025,5,,Kansas,74.89,44,64.8,70
CFB,2025,5,,Mississippi State,74.76,45,63.68,89
CFB,2025,5,,Houston,74.67,46,62.14,101
CFB,2025,5,,Minnesota,74.56,47,59.48,132
CFB,2025,5,,Boise State,74.33,49,58.87,140
CFB,2025,5,,South Florida,73.74,50,75.48,6
CFB,2025,5,,Pittsburgh,73.62,51,60.76,115
CFB,2025,5,,Kansas State,73.55,52,67.94,44
CFB,2025,5,,James Madison,73.41,53,62.18,100
CFB,2025,5,,Michigan State,73.36,54,64.43,76
CFB,2025,5,,Maryland,73.17,55,55.26,176
CFB,2025,5,,Syracuse,73.06,56,69.77,31
CFB,2025,5,,NC State,72.9,57,71.25,19
CFB,2025,5,,Tulane,72.89,58,68.47,40
CFB,2025,5,,Old Dominion,72.82,59,66.83,50
CFB,2025,5,,Rutgers,72.76,60,63.74,88
CFB,2025,5,,Texas State,72.42,61,61.83,106
CFB,2025,5,,Kentucky,72.35,62,72.33,12
CFB,2025,5,,North Texas,72.15,63,60.31,122
CFB,2025,5,,Wisconsin,72.11,64,64.57,74
CFB,2025,5,,Toledo,72.07,65,58.01,150
CFB,2025,5,,Colorado,72.03,66,68.73,38
CFB,2025,5,,East Carolina,71.21,67,64.19,81
CFB,2025,5,,Virginia Tech,70.93,68,71.81,15
CFB,2025,5,,California,70.81,69,65.52,62
CFB,2025,5,,Arizona,70.69,70,64.09,82
CFB,2025,5,,Central Florida(UCF),70.63,71,58.26,148
CFB,2025,5,,Boston College,69.43,72,64.98,69
CFB,2025,5,,Ohio,69.26,74,66.34,54
CFB,2025,5,,Navy,69.21,75,50.29,221
CFB,2025,5,,Fresno State,68.93,76,62.78,96
CFB,2025,5,,UNLV,68.82,77,56.69,159
CFB,2025,5,,UTSA,68.81,78,67.58,46
CFB,2025,5,,North Carolina,68.11,79,62.11,104
CFB,2025,5,,Louisiana Tech,67.18,81,58.91,138
CFB,2025,5,,Utah State,66.04,83,62.13,102
CFB,2025,5,,West Virginia,65.96,84,70.08,27
CFB,2025,5,,Purdue,65.68,85,68.78,37
CFB,2025,5,,Connecticut,64.98,86,59.66,130
CFB,2025,5,,Wake Forest,64.94,87,59.01,137
CFB,2025,5,,Army West Point,64.92,88,71.26,18
CFB,2025,5,,Northwestern,64.92,89,67.03,49
CFB,2025,5,,Stanford,64.72,90,71.19,20
CFB,2025,5,,Western Kentucky,64.12,91,53.55,188
CFB,2025,5,,San Diego State,63.92,93,60.95,113
CFB,2025,5,,Washington State,63.73,94,66.07,57
CFB,2025,5,,Troy,63.61,95,66.7,52
CFB,2025,5,,UCLA,63.6,96,69.25,35
CFB,2025,5,,Western Michigan,63.35,97,69.87,29
CFB,2025,5,,Hawai'i,63.05,98,58.51,145
CFB,2025,5,,San Jose State,62.73,99,65.48,63
CFB,2025,5,,Southern Miss,62.72,100,59.47,133
CFB,2025,5,,Miami-Ohio,62.38,101,66.67,53
CFB,2025,5,,South Alabama,62.13,102,66.15,56
CFB,2025,5,,Bowling Green,62.1,103,69.34,34
CFB,2025,5,,Oregon State,62.06,104,76.06,4
CFB,2025,5,,Marshall,61.87,107,59.12,135
CFB,2025,5,,Wyoming,61.69,108,63.87,86
CFB,2025,5,,Georgia Southern,61.69,109,68.25,42
CFB,2025,5,,New Mexico,60.62,111,60.09,124
CFB,2025,5,,Louisiana-Lafayette,60.6,112,57.04,157
CFB,2025,5,,LouisianaMonroe(ULM),60.36,113,57.54,153
CFB,2025,5,,Liberty,59.73,116,64.76,72
CFB,2025,5,,Temple,59.6,117,64.32,79
CFB,2025,5,,Buffalo,59.47,118,55.73,169
CFB,2025,5,,Coastal Carolina,59.26,119,65.3,65
CFB,2025,5,,Jacksonville State,59.22,120,61.31,109
CFB,2025,5,,Colorado State,59.17,121,62,105
CFB,2025,5,,Oklahoma State,58.31,125,62.59,97
CFB,2025,5,,Central Michigan,58.15,126,64.39,78
CFB,2025,5,,Air Force,58.04,128,60.58,116
CFB,2025,5,,Northern Illinois,57.76,129,66.03,59
CFB,2025,5,,Rice,57.6,131,61.19,110
CFB,2025,5,,Arkansas State,57.24,132,65.01,68
CFB,2025,5,,UAB,57.03,134,63.55,91
CFB,2025,5,,Appalachian State,56.85,135,59.79,128
CFB,2025,5,,Fla. International,56.48,139,55.95,167
CFB,2025,5,,UTEP,56.13,141,63.91,85
CFB,2025,5,,Florida Atlantic,54.48,151,64.02,84
CFB,2025,5,,Kennesaw State,53.8,154,56.5,162
CFB,2025,5,,Tulsa,53.63,156,60.05,126
CFB,2025,5,,Nevada,53.28,157,62.38,98
CFB,2025,5,,Ball State,52.96,160,69.58,32
CFB,2025,5,,Eastern Michigan,52.66,162,63.08,92
CFB,2025,5,,Georgia State,51.9,168,76.42,3
CFB,2025,5,,Sam Houston State,50.72,174,71.86,14
CFB,2025,5,,Akron,50.55,176,64.06,83
CFB,2025,5,,New Mexico State,50.28,179,56.58,160
CFB,2025,5,,Middle Tennessee,49.32,184,60.34,120
CFB,2025,5,,Charlotte,47.88,192,54.65,179
CFB,2025,5,,Massachusetts,45.84,207,67.32,47
CFB,2025,5,,Kent State,42.67,232,67.58,45
CFB,2025,5,,Memphis,76.55,37,60.26,123
CFB,2025,5,,South Florida,73.74,50,75.48,6
CFB,2025,5,,Tulane,72.89,58,68.47,40
CFB,2025,5,,North Texas,72.15,63,60.31,122
CFB,2025,5,,East Carolina,71.21,67,64.19,81
CFB,2025,5,,Navy,69.21,75,50.29,221
CFB,2025,5,,UTSA,68.81,78,67.58,46
CFB,2025,5,,Army West Point,64.92,88,71.26,18
CFB,2025,5,,Temple,59.6,117,64.32,79
CFB,2025,5,,Rice,57.6,131,61.19,110
CFB,2025,5,,UAB,57.03,134,63.55,91
CFB,2025,5,,Florida Atlantic,54.48,151,64.02,84
CFB,2025,5,,Tulsa,53.63,156,60.05,126
CFB,2025,5,,Charlotte,47.88,192,54.65,179
CFB,2025,5,,Miami-Florida,89.59,5,70.39,26
CFB,2025,5,,Louisville,82.1,21,62.79,95
CFB,2025,5,,Florida State,80.95,23,61.11,111
CFB,2025,5,,Georgia Tech,78.66,33,65.2,66
CFB,2025,5,,Clemson,78.35,34,73.73,8
CFB,2025,5,,Virginia,78.29,35,62.95,94
CFB,2025,5,,Duke,76.29,39,70.89,22
CFB,2025,5,,SMU,75.39,42,64.44,75
CFB,2025,5,,Pittsburgh,73.62,51,60.76,115
CFB,2025,5,,Syracuse,73.06,56,69.77,31
CFB,2025,5,,NC State,72.9,57,71.25,19
CFB,2025,5,,Virginia Tech,70.93,68,71.81,15
CFB,2025,5,,California,70.81,69,65.52,62
CFB,2025,5,,Boston College,69.43,72,64.98,69
CFB,2025,5,,North Carolina,68.11,79,62.11,104
CFB,2025,5,,Wake Forest,64.94,87,59.01,137
CFB,2025,5,,Stanford,64.72,90,71.19,20
CFB,2025,5,,Ohio State,94.5,1,70.89,23
CFB,2025,5,,Oregon,93.98,2,66.03,58
CFB,2025,5,,Penn State,89.2,6,55.79,168
CFB,2025,5,,Indiana,87.79,9,64.32,80
CFB,2025,5,,Michigan,83.25,15,70.64,25
CFB,2025,5,,Southern California,82.43,20,66.26,55
CFB,2025,5,,Washington,81.45,22,65.42,64
